NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
IVANOVA_HEMATOPOIESIS_LATE_PROGENITOR	515	42		
LU_AGING_BRAIN_DN	153		Rejected!	
RUAN_RESPONSE_TO_TNF_UP	12		Rejected!	
WHITESIDE_CISPLATIN_RESISTANCE_UP	11		Rejected!	
LEE_CALORIE_RESTRICTION_NEOCORTEX_UP	67		Rejected!	
JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_DN	60		Rejected!	
IVANOVA_HEMATOPOIESIS_STEM_CELL_LONG_TERM	216		Rejected!	
WEIGEL_OXIDATIVE_STRESS_BY_HNE_AND_H2O2	36		Rejected!	
HU_GENOTOXIN_ACTION_DIRECT_VS_INDIRECT_4HR	38		Rejected!	
ZHOU_TNF_SIGNALING_4HR	50		Rejected!	
MARCHINI_TRABECTEDIN_RESISTANCE_UP	20		Rejected!	
GENTILE_UV_LOW_DOSE_UP	25		Rejected!	
BLALOCK_ALZHEIMERS_DISEASE_DN	1247	182		
BROWNE_HCMV_INFECTION_16HR_DN	84		Rejected!	
WESTON_VEGFA_TARGETS_6HR	50		Rejected!	
BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_24HR_UP	14		Rejected!	
RAMALHO_STEMNESS_DN	74		Rejected!	
ONGUSAHA_TP53_TARGETS	39		Rejected!	
GENTILE_UV_RESPONSE_CLUSTER_D4	54		Rejected!	
RHODES_CANCER_META_SIGNATURE	65		Rejected!	
LIAN_LIPA_TARGETS_6M	80		Rejected!	
WU_HBX_TARGETS_1_DN	23		Rejected!	
HARRIS_HYPOXIA	81		Rejected!	
RUAN_RESPONSE_TO_TNF_TROGLITAZONE_DN	39		Rejected!	
SU_SALIVARY_GLAND	14		Rejected!	
BROWNE_HCMV_INFECTION_10HR_DN	57		Rejected!	
KAYO_CALORIE_RESTRICTION_MUSCLE_DN	87	19		
HENDRICKS_SMARCA4_TARGETS_UP	54		Rejected!	
ZHENG_RESPONSE_TO_ARSENITE_DN	12		Rejected!	
MURAKAMI_UV_RESPONSE_6HR_DN	21		Rejected!	
CHEN_LVAD_SUPPORT_OF_FAILING_HEART_DN	42		Rejected!	
RAMALHO_STEMNESS_UP	196	19		
MARIADASON_RESPONSE_TO_CURCUMIN_SULINDAC_7	14		Rejected!	
MCDOWELL_ACUTE_LUNG_INJURY_UP	47		Rejected!	
SESTO_RESPONSE_TO_UV_C4	20		Rejected!	
WANG_SMARCE1_TARGETS_DN	383	44		
SU_TESTIS	80		Rejected!	
TRAYNOR_RETT_SYNDROM_DN	15		Rejected!	
SESTO_RESPONSE_TO_UV_C6	39		Rejected!	
MCCLUNG_CREB1_TARGETS_DN	56		Rejected!	
RODWELL_AGING_KIDNEY_NO_BLOOD_DN	148	25		
SUZUKI_RESPONSE_TO_TSA_AND_DECITABINE_1B	16		Rejected!	
SESTO_RESPONSE_TO_UV_C2	54		Rejected!	
KAAB_HEART_ATRIUM_VS_VENTRICLE_UP	256	23		
HU_GENOTOXIC_DAMAGE_24HR	36		Rejected!	
CUI_TCF21_TARGETS_UP	36		Rejected!	
HEDENFALK_BREAST_CANCER_BRACX_UP	19		Rejected!	
GEISS_RESPONSE_TO_DSRNA_DN	16		Rejected!	
CUI_TCF21_TARGETS_2_DN	850	46		
VIETOR_IFRD1_TARGETS	24		Rejected!	
PAL_PRMT5_TARGETS_UP	203	16		
VARELA_ZMPSTE24_TARGETS_DN	42	19		
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_2	47		Rejected!	
ZHANG_RESPONSE_TO_CANTHARIDIN_UP	15		Rejected!	
HEDENFALK_BREAST_CANCER_BRACX_DN	20		Rejected!	
JIANG_AGING_HYPOTHALAMUS_DN	35		Rejected!	
CHANG_IMMORTALIZED_BY_HPV31_DN	60		Rejected!	
BROWNE_HCMV_INFECTION_24HR_DN	145	15		
MARIADASON_RESPONSE_TO_BUTYRATE_CURCUMIN_SULINDAC_TSA_8	10		Rejected!	
CHIBA_RESPONSE_TO_TSA_UP	50		Rejected!	
RAMASWAMY_METASTASIS_DN	58		Rejected!	
MODY_HIPPOCAMPUS_NEONATAL	32		Rejected!	
MCCLUNG_COCAINE_REWARD_5D	75		Rejected!	
KAYO_AGING_MUSCLE_UP	242		Rejected!	
VISALA_RESPONSE_TO_HEAT_SHOCK_AND_AGING_UP	15		Rejected!	
CHUANG_OXIDATIVE_STRESS_RESPONSE_DN	11		Rejected!	
BROWNE_HCMV_INFECTION_14HR_DN	291	16		
DELASERNA_MYOD_TARGETS_DN	57		Rejected!	
YAMAZAKI_TCEB3_TARGETS_UP	167		Rejected!	
HU_GENOTOXIN_ACTION_DIRECT_VS_INDIRECT_24HR	50		Rejected!	
JIANG_VHL_TARGETS	88		Rejected!	
MACLACHLAN_BRCA1_TARGETS_DN	16		Rejected!	
LEE_AGING_CEREBELLUM_DN	72		Rejected!	
EHRLICH_ICF_SYNDROM_UP	13		Rejected!	
BROWNE_INTERFERON_RESPONSIVE_GENES	67		Rejected!	
MCCLUNG_DELTA_FOSB_TARGETS_2WK	49		Rejected!	
CUI_TCF21_TARGETS_DN	32		Rejected!	
SU_THYMUS	20		Rejected!	
KANG_FLUOROURACIL_RESISTANCE_DN	16		Rejected!	
BROWNE_HCMV_INFECTION_8HR_UP	105		Rejected!	
MARTINEZ_RESPONSE_TO_TRABECTEDIN_UP	71	21		
JI_RESPONSE_TO_FSH_DN	53		Rejected!	
WESTON_VEGFA_TARGETS_12HR	27		Rejected!	
KRASNOSELSKAYA_ILF3_TARGETS_UP	40		Rejected!	
CHUANG_OXIDATIVE_STRESS_RESPONSE_UP	28		Rejected!	
NATSUME_RESPONSE_TO_INTERFERON_BETA_DN	51		Rejected!	
BAELDE_DIABETIC_NEPHROPATHY_UP	89		Rejected!	
LINDVALL_IMMORTALIZED_BY_TERT_UP	68		Rejected!	
WU_HBX_TARGETS_3_UP	18		Rejected!	
WANG_CISPLATIN_RESPONSE_AND_XPC_DN	219	16		
MURAKAMI_UV_RESPONSE_6HR_UP	34		Rejected!	
BROWNE_HCMV_INFECTION_20HR_DN	101		Rejected!	
SIMBULAN_PARP1_TARGETS_UP	31		Rejected!	
ULE_SPLICING_VIA_NOVA2	43		Rejected!	
MARIADASON_REGULATED_BY_HISTONE_ACETYLATION_DN	42		Rejected!	
IVANOVA_HEMATOPOIESIS_STEM_CELL	192		Rejected!	
KUNINGER_IGF1_VS_PDGFB_TARGETS_DN	46		Rejected!	
MEDINA_SMARCA4_TARGETS	36		Rejected!	
KANG_FLUOROURACIL_RESISTANCE_UP	22		Rejected!	
MAHAJAN_RESPONSE_TO_IL1A_DN	70		Rejected!	
RUAN_RESPONSE_TO_TNF_DN	79	15		
BLALOCK_ALZHEIMERS_DISEASE_UP	1670	102		
DELASERNA_MYOD_TARGETS_UP	86		Rejected!	
BURTON_ADIPOGENESIS_12	33		Rejected!	
LEONARD_HYPOXIA	41		Rejected!	
KAYO_AGING_MUSCLE_DN	124	30		
KAAB_FAILED_HEART_ATRIUM_UP	36		Rejected!	
INGA_TP53_TARGETS	16		Rejected!	
MARIADASON_REGULATED_BY_HISTONE_ACETYLATION_UP	61		Rejected!	
DASU_IL6_SIGNALING_SCAR_UP	31		Rejected!	
LINDVALL_IMMORTALIZED_BY_TERT_DN	73		Rejected!	
DAZARD_RESPONSE_TO_UV_SCC_DN	115		Rejected!	
CHIBA_RESPONSE_TO_TSA	45		Rejected!	
RODWELL_AGING_KIDNEY_DN	148	19		
YIH_RESPONSE_TO_ARSENITE_C2	14		Rejected!	
KANG_DOXORUBICIN_RESISTANCE_UP	54		Rejected!	
BROWNE_HCMV_INFECTION_48HR_DN	483	29		
BROWNE_HCMV_INFECTION_48HR_UP	180		Rejected!	
BURTON_ADIPOGENESIS_5	117	39		
WESTON_VEGFA_TARGETS	95		Rejected!	
CHEN_LVAD_SUPPORT_OF_FAILING_HEART_UP	102		Rejected!	
BROWNE_HCMV_INFECTION_8HR_DN	47		Rejected!	
APRELIKOVA_BRCA1_TARGETS	48		Rejected!	
VERRECCHIA_RESPONSE_TO_TGFB1_C2	21		Rejected!	
KIM_GASTRIC_CANCER_CHEMOSENSITIVITY	95		Rejected!	
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_24HR_DN	33		Rejected!	
GENTILE_UV_RESPONSE_CLUSTER_D5	35		Rejected!	
BRACHAT_RESPONSE_TO_METHOTREXATE_UP	24		Rejected!	
RHODES_UNDIFFERENTIATED_CANCER	69		Rejected!	
BROWNE_HCMV_INFECTION_14HR_UP	157		Rejected!	
YAMAZAKI_TCEB3_TARGETS_DN	199	28		
LEE_CALORIE_RESTRICTION_MUSCLE_UP	39		Rejected!	
MACLACHLAN_BRCA1_TARGETS_UP	21		Rejected!	
VERRECCHIA_RESPONSE_TO_TGFB1_C1	19		Rejected!	
GAJATE_RESPONSE_TO_TRABECTEDIN_DN	20		Rejected!	
LEE_AGING_MUSCLE_DN	41		Rejected!	
ZHANG_PROLIFERATING_VS_QUIESCENT	49		Rejected!	
GAJATE_RESPONSE_TO_TRABECTEDIN_UP	66		Rejected!	
VERRECCHIA_RESPONSE_TO_TGFB1_C5	21		Rejected!	
GERHOLD_ADIPOGENESIS_DN	62		Rejected!	
LU_AGING_BRAIN_UP	262	22		
BURTON_ADIPOGENESIS_3	102		Rejected!	
DAZARD_RESPONSE_TO_UV_NHEK_UP	224	44		
LIAN_LIPA_TARGETS_3M	64		Rejected!	
ZHU_CMV_ALL_UP	107	17		
BURTON_ADIPOGENESIS_8	80		Rejected!	
DELLA_RESPONSE_TO_TSA_AND_BUTYRATE	21		Rejected!	
RUAN_RESPONSE_TO_TNF_TROGLITAZONE_UP	16		Rejected!	
BURTON_ADIPOGENESIS_2	71		Rejected!	
VERRECCHIA_EARLY_RESPONSE_TO_TGFB1	54		Rejected!	
XU_GH1_EXOGENOUS_TARGETS_UP	55		Rejected!	
ZHU_CMV_8_HR_DN	50		Rejected!	
ZHU_CMV_24_HR_DN	84		Rejected!	
WU_HBX_TARGETS_3_DN	13		Rejected!	
SU_KIDNEY	15		Rejected!	
GENTILE_UV_RESPONSE_CLUSTER_D2	38		Rejected!	
PAL_PRMT5_TARGETS_DN	29		Rejected!	
VISALA_AGING_LYMPHOCYTE_DN	19		Rejected!	
SATO_SILENCED_EPIGENETICALLY_IN_PANCREATIC_CANCER	46		Rejected!	
CHEN_ETV5_TARGETS_SERTOLI	25		Rejected!	
BROWNE_HCMV_INFECTION_18HR_DN	182	16		
MOREIRA_RESPONSE_TO_TSA_UP	28		Rejected!	
IVANOVA_HEMATOPOIESIS_STEM_CELL_SHORT_TERM	22		Rejected!	
TAKAO_RESPONSE_TO_UVB_RADIATION_DN	98	18		
YIH_RESPONSE_TO_ARSENITE_C4	17		Rejected!	
ZHANG_ANTIVIRAL_RESPONSE_TO_RIBAVIRIN_UP	28		Rejected!	
MARIADASON_RESPONSE_TO_BUTYRATE_SULINDAC_4	16		Rejected!	
ZHENG_RESPONSE_TO_ARSENITE_UP	15		Rejected!	
DAZARD_UV_RESPONSE_CLUSTER_G4	20		Rejected!	
GENTILE_UV_RESPONSE_CLUSTER_D7	37		Rejected!	
EHRLICH_ICF_SYNDROM_DN	17		Rejected!	
KAAB_HEART_ATRIUM_VS_VENTRICLE_DN	262	52		
GENTILE_UV_RESPONSE_CLUSTER_D6	35		Rejected!	
VERRECCHIA_DELAYED_RESPONSE_TO_TGFB1	37		Rejected!	
BROWNE_HCMV_INFECTION_18HR_UP	173		Rejected!	
LEE_AGING_NEOCORTEX_UP	77		Rejected!	
ZHANG_RESPONSE_TO_CANTHARIDIN_DN	67		Rejected!	
BURTON_ADIPOGENESIS_PEAK_AT_24HR	46		Rejected!	
SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_UP	30		Rejected!	
MULLIGAN_NTF3_SIGNALING_VIA_INSR_AND_IGF1R_UP	22		Rejected!	
BRACHAT_RESPONSE_TO_CAMPTOTHECIN_UP	26		Rejected!	
GENTILE_UV_HIGH_DOSE_DN	289	23		
HENDRICKS_SMARCA4_TARGETS_DN	49		Rejected!	
HAN_JNK_SINGALING_UP	35		Rejected!	
KANG_DOXORUBICIN_RESISTANCE_DN	19		Rejected!	
SESTO_RESPONSE_TO_UV_C0	109	18		
MCLACHLAN_DENTAL_CARIES_DN	82		Rejected!	
BURTON_ADIPOGENESIS_PEAK_AT_2HR	46		Rejected!	
CHEN_PDGF_TARGETS	18		Rejected!	
MCCLUNG_CREB1_TARGETS_UP	100		Rejected!	
LEE_AGING_CEREBELLUM_UP	82		Rejected!	
WEIGEL_OXIDATIVE_STRESS_BY_HNE_AND_TBH	59		Rejected!	
TSENG_IRS1_TARGETS_DN	134		Rejected!	
RODWELL_AGING_KIDNEY_NO_BLOOD_UP	223		Rejected!	
RODWELL_AGING_KIDNEY_UP	500	31		
MCCLUNG_COCAIN_REWARD_4WK	73		Rejected!	
ZHOU_TNF_SIGNALING_30MIN	51		Rejected!	
WELCSH_BRCA1_TARGETS_UP	201	30		
JACKSON_DNMT1_TARGETS_UP	83		Rejected!	
CHANG_IMMORTALIZED_BY_HPV31_UP	72		Rejected!	
MODY_HIPPOCAMPUS_PRENATAL	44		Rejected!	
BURTON_ADIPOGENESIS_4	45		Rejected!	
ZHU_CMV_ALL_DN	119		Rejected!	
IVANOVA_HEMATOPOIESIS_INTERMEDIATE_PROGENITOR	133	19		
GENTILE_UV_HIGH_DOSE_UP	23		Rejected!	
SU_LIVER	58		Rejected!	
CHIBA_RESPONSE_TO_TSA_DN	21		Rejected!	
KUNINGER_IGF1_VS_PDGFB_TARGETS_UP	82		Rejected!	
BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_DN	166	23		
LIANG_SILENCED_BY_METHYLATION_UP	33		Rejected!	
SONG_TARGETS_OF_IE86_CMV_PROTEIN	55		Rejected!	
LEE_CALORIE_RESTRICTION_NEOCORTEX_DN	68		Rejected!	
CUI_TCF21_TARGETS_2_UP	433	29		
SESTO_RESPONSE_TO_UV_C1	74		Rejected!	
LY_AGING_MIDDLE_UP	14		Rejected!	
WENG_POR_TARGETS_GLOBAL_UP	19		Rejected!	
WU_HBX_TARGETS_1_UP	16		Rejected!	
GEISS_RESPONSE_TO_DSRNA_UP	39		Rejected!	
ABE_VEGFA_TARGETS	19		Rejected!	
MMS_MOUSE_LYMPH_HIGH_4HRS_UP	36		Rejected!	
BURTON_ADIPOGENESIS_1	31		Rejected!	
LIANG_SILENCED_BY_METHYLATION_DN	11		Rejected!	
MOREIRA_RESPONSE_TO_TSA_DN	18		Rejected!	
WENG_POR_TARGETS_GLOBAL_DN	25		Rejected!	
BURTON_ADIPOGENESIS_7	50		Rejected!	
BROWNE_HCMV_INFECTION_10HR_UP	98		Rejected!	
LIU_SMARCA4_TARGETS	50		Rejected!	
GENTILE_UV_RESPONSE_CLUSTER_D1	17		Rejected!	
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	276	25		
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_EARLY_UP	14		Rejected!	
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_DN	18		Rejected!	
ZHANG_ANTIVIRAL_RESPONSE_TO_RIBAVIRIN_DN	45		Rejected!	
SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_DN	26		Rejected!	
DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4	11		Rejected!	
BRACHAT_RESPONSE_TO_CAMPTOTHECIN_DN	42		Rejected!	
WHITESIDE_CISPLATIN_RESISTANCE_DN	13		Rejected!	
BURTON_ADIPOGENESIS_PEAK_AT_0HR	63		Rejected!	
JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_UP	49		Rejected!	
JACKSON_DNMT1_TARGETS_DN	22		Rejected!	
DAZARD_RESPONSE_TO_UV_NHEK_DN	300		Rejected!	
BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_UP	18		Rejected!	
KYNG_RESPONSE_TO_H2O2_VIA_ERCC6	17		Rejected!	
KALMA_E2F1_TARGETS	11		Rejected!	
VERRECCHIA_RESPONSE_TO_TGFB1_C4	11		Rejected!	
ZHU_CMV_24_HR_UP	82		Rejected!	
BURTON_ADIPOGENESIS_11	51		Rejected!	
BROWNE_HCMV_INFECTION_12HR_UP	113		Rejected!	
IVANOVA_HEMATOPOIESIS_STEM_CELL_AND_PROGENITOR	566	31		
RAMASWAMY_METASTASIS_UP	66		Rejected!	
DAZARD_RESPONSE_TO_UV_SCC_UP	105	22		
KAYO_CALORIE_RESTRICTION_MUSCLE_UP	94		Rejected!	
JIANG_HYPOXIA_NORMAL	200	31		
BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_DN	32		Rejected!	
ABE_INNER_EAR	44		Rejected!	
MARIADASON_RESPONSE_TO_CURCUMIN_SULINDAC_5	23		Rejected!	
TSENG_IRS1_TARGETS_UP	119		Rejected!	
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_UP	18		Rejected!	
XU_GH1_AUTOCRINE_TARGETS_UP	197	25		
XU_GH1_EXOGENOUS_TARGETS_DN	105		Rejected!	
BAELDE_DIABETIC_NEPHROPATHY_DN	436	41		
BROWNE_HCMV_INFECTION_6HR_UP	64		Rejected!	
DAZARD_UV_RESPONSE_CLUSTER_G1	62	18		
LY_AGING_OLD_DN	56		Rejected!	
WENG_POR_DOSAGE	23		Rejected!	
MURAKAMI_UV_RESPONSE_24HR	20		Rejected!	
SEMENZA_HIF1_TARGETS	36		Rejected!	
BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_DN	52		Rejected!	
WANG_CISPLATIN_RESPONSE_AND_XPC_UP	185	16		
VARELA_ZMPSTE24_TARGETS_UP	43		Rejected!	
YIH_RESPONSE_TO_ARSENITE_C3	31		Rejected!	
SATO_SILENCED_BY_DEACETYLATION_IN_PANCREATIC_CANCER	47		Rejected!	
CHENG_RESPONSE_TO_NICKEL_ACETATE	45		Rejected!	
TSENG_ADIPOGENIC_POTENTIAL_DN	47		Rejected!	
DAZARD_UV_RESPONSE_CLUSTER_G6	145		Rejected!	
XU_GH1_AUTOCRINE_TARGETS_DN	131		Rejected!	
SESTO_RESPONSE_TO_UV_C7	70		Rejected!	
KAAB_FAILED_HEART_VENTRICLE_DN	44		Rejected!	
JIANG_HYPOXIA_CANCER	58		Rejected!	
ZAMORA_NOS2_TARGETS_DN	81	16		
YIH_RESPONSE_TO_ARSENITE_C1	22		Rejected!	
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_DN	160		Rejected!	
BURTON_ADIPOGENESIS_PEAK_AT_8HR	38		Rejected!	
SIMBULAN_PARP1_TARGETS_DN	17		Rejected!	
SAFFORD_T_LYMPHOCYTE_ANERGY	88		Rejected!	
WU_HBX_TARGETS_2_UP	23		Rejected!	
SESTO_RESPONSE_TO_UV_C5	46		Rejected!	
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG	17		Rejected!	
LY_AGING_MIDDLE_DN	16		Rejected!	
BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_UP	25		Rejected!	
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1	421	20		
WENG_POR_TARGETS_LIVER_UP	40	16		
HU_GENOTOXIC_DAMAGE_4HR	36		Rejected!	
MCDOWELL_ACUTE_LUNG_INJURY_DN	47		Rejected!	
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_LATE_UP	21		Rejected!	
MARIADASON_RESPONSE_TO_BUTYRATE_SULINDAC_6	47		Rejected!	
GENTILE_UV_LOW_DOSE_DN	64		Rejected!	
SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_DN	19		Rejected!	
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_UP	19		Rejected!	
GENTILE_UV_RESPONSE_CLUSTER_D8	37		Rejected!	
BROWNE_HCMV_INFECTION_24HR_UP	146		Rejected!	
WANG_SMARCE1_TARGETS_UP	292	20		
SESTO_RESPONSE_TO_UV_C3	22		Rejected!	
HAN_JNK_SINGALING_DN	39		Rejected!	
KRASNOSELSKAYA_ILF3_TARGETS_DN	46		Rejected!	
GENTILE_RESPONSE_CLUSTER_D3	53		Rejected!	
JI_RESPONSE_TO_FSH_UP	68	17		
LEE_CALORIE_RESTRICTION_MUSCLE_DN	47		Rejected!	
ABE_VEGFA_TARGETS_30MIN	29		Rejected!	
BROWNE_HCMV_INFECTION_6HR_DN	164		Rejected!	
LEE_AGING_MUSCLE_UP	38		Rejected!	
CARDOSO_RESPONSE_TO_GAMMA_RADIATION_AND_3AB	14		Rejected!	
MULLIGAN_NTF3_SIGNALING_VIA_INSR_AND_IGF1R_DN	10		Rejected!	
SASSON_FSH_RESPONSE	8		Rejected!	
CHEN_ETV5_TARGETS_TESTIS	26		Rejected!	
ZHU_CMV_8_HR_UP	41		Rejected!	
WELCSH_BRCA1_TARGETS_DN	141	15		
DASU_IL6_SIGNALING_SCAR_DN	16		Rejected!	
JIANG_AGING_CEREBRAL_CORTEX_DN	49		Rejected!	
MARTINEZ_RESPONSE_TO_TRABECTEDIN_DN	272		Rejected!	
BURTON_ADIPOGENESIS_9	85		Rejected!	
URS_ADIPOCYTE_DIFFERENTIATION_DN	31		Rejected!	
VISALA_RESPONSE_TO_HEAT_SHOCK_AND_AGING_DN	13		Rejected!	
BROWNE_HCMV_INFECTION_12HR_DN	100		Rejected!	
MAHAJAN_RESPONSE_TO_IL1A_UP	77		Rejected!	
JIANG_AGING_HYPOTHALAMUS_UP	49	16		
KYNG_RESPONSE_TO_H2O2	66		Rejected!	
DAZARD_UV_RESPONSE_CLUSTER_G2	30		Rejected!	
VERRECCHIA_RESPONSE_TO_TGFB1_C3	14		Rejected!	
WESTON_VEGFA_TARGETS_3HR	66		Rejected!	
TSENG_ADIPOGENIC_POTENTIAL_UP	31		Rejected!	
JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_UP	31		Rejected!	
MCLACHLAN_DENTAL_CARIES_UP	265	17		
GERHOLD_ADIPOGENESIS_UP	48	17		
WENG_POR_TARGETS_LIVER_DN	22		Rejected!	
SU_PLACENTA	30		Rejected!	
BURTON_ADIPOGENESIS_6	193	72		
SUZUKI_RESPONSE_TO_TSA	18		Rejected!	
BURTON_ADIPOGENESIS_PEAK_AT_16HR	41		Rejected!	
MARCHINI_TRABECTEDIN_RESISTANCE_DN	46		Rejected!	
BILD_MYC_ONCOGENIC_SIGNATURE	207		Rejected!	
BILD_E2F3_ONCOGENIC_SIGNATURE	245		Rejected!	
BILD_HRAS_ONCOGENIC_SIGNATURE	249	30		
BILD_SRC_ONCOGENIC_SIGNATURE	58		Rejected!	
BILD_CTNNB1_ONCOGENIC_SIGNATURE	77		Rejected!	
DOUGLAS_BMI1_TARGETS_UP	563	37		
DOUGLAS_BMI1_TARGETS_DN	314	22		
KRIGE_AMINO_ACID_DEPRIVATION	29		Rejected!	
KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_UP	934	53		
KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_DN	940	80		
KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_UP	771	47		
KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_DN	1033	84		
GHO_ATF5_TARGETS_UP	13		Rejected!	
GHO_ATF5_TARGETS_DN	16		Rejected!	
DURCHDEWALD_SKIN_CARCINOGENESIS_UP	92		Rejected!	
DURCHDEWALD_SKIN_CARCINOGENESIS_DN	264	23		
LI_CYTIDINE_ANALOGS_CYCTOTOXICITY	15		Rejected!	
LI_CYTIDINE_ANALOG_PATHWAY	17		Rejected!	
KIM_LRRC3B_TARGETS	30		Rejected!	
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE	77	24		
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM	68		Rejected!	
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST	133	37		
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_UP	20		Rejected!	
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN	35		Rejected!	
MONNIER_POSTRADIATION_TUMOR_ESCAPE_UP	405	22		
MONNIER_POSTRADIATION_TUMOR_ESCAPE_DN	379	43		
MCCOLLUM_GELDANAMYCIN_RESISTANCE_UP	10		Rejected!	
MCCOLLUM_GELDANAMYCIN_RESISTANCE_DN	7		Rejected!	
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_1	534	23		
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_2	464		Rejected!	
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3	725	72		
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_4	307	21		
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5	493	28		
MILICIC_FAMILIAL_ADENOMATOUS_POLYPOSIS_UP	10		Rejected!	
MILICIC_FAMILIAL_ADENOMATOUS_POLYPOSIS_DN	10		Rejected!	
SINGH_NFE2L2_TARGETS	14		Rejected!	
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP	64	17		
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_DN	49	21		
LOPES_METHYLATED_IN_COLON_CANCER_UP	28		Rejected!	
LOPES_METHYLATED_IN_COLON_CANCER_DN	28		Rejected!	
HARRIS_BRAIN_CANCER_PROGENITORS	43		Rejected!	
TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_UP	21		Rejected!	
TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_DN	19		Rejected!	
BAFNA_MUC4_TARGETS_UP	5		Rejected!	
HOWLIN_CITED1_TARGETS_1_UP	35		Rejected!	
HOWLIN_CITED1_TARGETS_1_DN	37		Rejected!	
HOWLIN_CITED1_TARGETS_2_UP	18		Rejected!	
HOWLIN_CITED1_TARGETS_2_DN	17		Rejected!	
HILLION_HMGA1_TARGETS	86	17		
HILLION_HMGA1B_TARGETS	85	25		
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_UP	75		Rejected!	
LEIN_NEURON_MARKERS	69		Rejected!	
LEIN_ASTROCYTE_MARKERS	43		Rejected!	
LEIN_OLIGODENDROCYTE_MARKERS	76		Rejected!	
LEIN_CHOROID_PLEXUS_MARKERS	105		Rejected!	
LEIN_MIDBRAIN_MARKERS	84		Rejected!	
LEIN_PONS_MARKERS	93		Rejected!	
LEIN_MEDULLA_MARKERS	86		Rejected!	
LEIN_CEREBELLUM_MARKERS	86		Rejected!	
LEIN_LOCALIZED_TO_DISTAL_AND_PROXIMAL_DENDRITES	18		Rejected!	
LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES	37		Rejected!	
GAVIN_FOXP3_TARGETS_CLUSTER_T4	96		Rejected!	
GAVIN_FOXP3_TARGETS_CLUSTER_T7	100	15		
GAVIN_FOXP3_TARGETS_CLUSTER_P2	80		Rejected!	
GAVIN_FOXP3_TARGETS_CLUSTER_P3	164		Rejected!	
GAVIN_FOXP3_TARGETS_CLUSTER_P4	101		Rejected!	
GAVIN_FOXP3_TARGETS_CLUSTER_P6	91		Rejected!	
GAVIN_FOXP3_TARGETS_CLUSTER_P7	92		Rejected!	
GAVIN_PDE3B_TARGETS	22		Rejected!	
GAVIN_IL2_RESPONSIVE_FOXP3_TARGETS_UP	19		Rejected!	
GAVIN_IL2_RESPONSIVE_FOXP3_TARGETS_DN	5		Rejected!	
ZHENG_BOUND_BY_FOXP3	493	22		
MARSON_BOUND_BY_FOXP3_STIMULATED	997	72		
MARSON_BOUND_BY_FOXP3_UNSTIMULATED	1205	102		
MARSON_BOUND_BY_E2F4_UNSTIMULATED	689	37		
